,icd9,icd9_desc
4403,38003,Chondritis of pinna
4404,38010,Infective otitis externa
4405,38011,Acute infection of pinna
4406,38012,Acute swimmers' ear
4407,38013,Other acute infections of external ear
4408,38014,Malignant otitis externa
4409,38015,Chronic mycotic otitis externa
4410,38016,Other chronic infective otitis externa
4411,38021,Cholesteatoma of external ear
4412,38022,Other acute otitis externa
4413,38023,Other chronic otitis externa
4414,38030,Disorder of pinna
4415,38031,Hematoma of auricle or pinna
4416,38032,Acquired deformities of auricle or pinna
4417,38039,Other noninfectious disorders of pinna
4418,3804, Impacted cerumen
4419,38050,Acquired stenosis of external ear canal
4420,38051,Acquired stenosis of external ear canal secondary to trauma
4421,38052,Acquired stenosis of external ear canal secondary to surgery
4422,38053,Acquired stenosis of external ear canal secondary to inflammation
4423,38081,Exostosis of external ear canal
4424,38089,Other disorders of external ear
4425,3809, Unspecified disorder of external ear
4426,38100,Acute nonsuppurative otitis media
4427,38101,Acute serous otitis media
4428,38102,Acute mucoid otitis media
4429,38103,Acute sanguinous otitis media
4430,38104,Acute allergic serous otitis media
4431,38105,Acute allergic mucoid otitis media
4432,38106,Acute allergic sanguinous otitis media
4433,38110,Chronic serous otitis media
4434,38119,Other chronic serous otitis media
4435,38120,Chronic mucoid otitis media
4436,38129,Other chronic mucoid otitis media
4437,3813, Other and unspecified chronic nonsuppurative otitis media
4438,3814, Nonsuppurative otitis media
4439,38150,Eustachian salpingitis
4440,38151,Acute Eustachian salpingitis
4441,38152,Chronic Eustachian salpingitis
4442,38160,Obstruction of Eustachian tube
4443,38161,Osseous obstruction of Eustachian tube
4444,38162,Intrinsic cartilagenous obstruction of Eustachian tube
4445,38163,Extrinsic cartilagenous obstruction of Eustachian tube
4446,3817, Patulous Eustachian tube
4447,38181,Dysfunction of Eustachian tube
4448,38189,Other disorders of Eustachian tube
4449,3819, Unspecified Eustachian tube disorder
4450,38200,Acute suppurative otitis media without spontaneous rupture of eardrum
4451,38201,Acute suppurative otitis media with spontaneous rupture of eardrum
4452,38202,Acute suppurative otitis media in diseases classified elsewhere
4453,3821, Chronic tubotympanic suppurative otitis media
4454,3822, Chronic atticoantral suppurative otitis media
4455,3823, Unspecified chronic suppurative otitis media
4456,3824, Unspecified suppurative otitis media
4457,3829, Unspecified otitis media
4458,38300,Acute mastoiditis without complications
4459,38301,Subperiosteal abscess of mastoid
4460,38302,Acute mastoiditis with other complications
4461,3831, Chronic mastoiditis
4462,38320,Petrositis
4463,38321,Acute petrositis
4464,38322,Chronic petrositis
4465,38330,Postmastoidectomy complication
4466,38331,Mucosal cyst of postmastoidectomy cavity
4467,38332,Recurrent cholesteatoma of postmastoidectomy cavity
4468,38333,Granulations of postmastoidectomy cavity
4469,38381,Postauricular fistula
4470,38389,Other disorders of mastoid
4471,3839, Unspecified mastoiditis
4472,38400,Acute myringitis
4473,38401,Bullous myringitis
4474,38409,Other acute myringitis without mention of otitis media
4475,3841, Chronic myringitis without mention of otitis media
4476,38420,Perforation of tympanic membrane
4477,38421,Central perforation of tympanic membrane
4478,38422,Attic perforation of tympanic membrane
4479,38423,Other marginal perforation of tympanic membrane
4480,38424,Multiple perforations of tympanic membrane
4481,38425,Total perforation of tympanic membrane
4482,38481,Atrophic flaccid tympanic membrane
4483,38482,Atrophic nonflaccid tympanic membrane
4484,3849, Unspecified disorder of tympanic membrane
4485,38500,Tympanosclerosis
4486,38501,Tympanosclerosis involving tympanic membrane only
4487,38502,Tympanosclerosis involving tympanic membrane and ear ossicles
4488,38503,Tympanosclerosis involving tympanic membrane
4489,38509,Tympanosclerosis involving other combination of structures
4490,38510,Adhesive middle ear disease
4491,38511,Adhesions of drum head to incus
4492,38512,Adhesions of drum head to stapes
4493,38513,Adhesions of drum head to promontorium
4494,38519,Other middle ear adhesions and combinations
4495,38521,Impaired mobility of malleus
4496,38522,Impaired mobility of other ear ossicles
4497,38523,Discontinuity or dislocation of ear ossicles
4498,38524,Partial loss or necrosis of ear ossicles
4499,38530,Cholesteatoma
4500,38531,Cholesteatoma of attic
4501,38532,Cholesteatoma of middle ear
4502,38533,Cholesteatoma of middle ear and mastoid
4503,38535,Diffuse cholesteatosis of middle ear and mastoid
4504,38582,Cholesterin granuloma of middle ear and mastoid
4505,38583,Retained foreign body of middle ear
4506,38589,Other disorders of middle ear and mastoid
4507,3859, Unspecified disorder of middle ear and mastoid
4508,38600,Ménière's disease
4509,38601,Active Ménière's disease
4510,38602,Active Ménière's disease
4511,38603,Active Ménière's disease
4512,38604,Inactive Ménière's disease
4513,38610,Peripheral vertigo
4514,38611,Benign paroxysmal positional vertigo
4515,38612,Vestibular neuronitis
4516,38619,Other peripheral vertigo
4517,3862, Vertigo of central origin
4518,38630,Labyrinthitis
4519,38631,Serous labyrinthitis
4520,38632,Circumscribed labyrinthitis
4521,38633,Suppurative labyrinthitis
4522,38634,Toxic labyrinthitis
4523,38635,Viral labyrinthitis
4524,38640,Labyrinthine fistula
4525,38641,Round window fistula
4526,38642,Oval window fistula
4527,38643,Semicircular canal fistula
4528,38648,Labyrinthine fistula of combined sites
4529,38650,Labyrinthine dysfunction
4530,38651,Hyperactive labyrinth
4531,38652,Hyperactive labyrinth
4532,38653,Hypoactive labyrinth
4533,38654,Hypoactive labyrinth
4534,38655,Loss of labyrinthine reactivity
4535,38656,Loss of labyrinthine reactivity
4536,38658,Other forms and combinations of labyrinthine dysfunction
4537,3868, Other disorders of labyrinth
4538,3869, Unspecified vertiginous syndromes and labyrinthine disorders
4539,3870, Otosclerosis involving oval window
4540,3871, Otosclerosis involving oval window
4541,3872, Cochlear otosclerosis
4542,3878, Other otosclerosis
4543,3879, Otosclerosis
4544,38800,Degenerative and vascular disorders
4545,38801,Presbyacusis
4546,38802,Transient ischemic deafness
4547,38810,Noise effects on inner ear
4548,38811,Acoustic trauma (explosive) to ear
4549,38812,Noise-induced hearing loss
4550,3882, Sudden hearing loss
4551,38830,Tinnitus
4552,38831,Subjective tinnitus
4553,38832,Objective tinnitus
4554,38840,Abnormal auditory perception
4555,38841,Diplacusis
4556,38842,Hyperacusis
4557,38843,Impairment of auditory discrimination
4558,38844,Auditory recruitment
4559,38845,Acquired auditory processing disorder
4560,3885, Disorders of acoustic nerve
4561,38860,Otorrhea
4562,38861,Cerebrospinal fluid otorrhea
4563,38869,Other otorrhea
4564,38870,Otalgia
4565,38871,Otogenic pain
4566,38872,Referred otogenic pain
4567,3888, Other disorders of ear
4568,3889, Unspecified disorder of ear
4569,38900,Conductive hearing loss
4570,38901,Conductive hearing loss
4571,38902,Conductive hearing loss
4572,38903,Conductive hearing loss
4573,38904,Conductive hearing loss
4574,38905,Conductive hearing loss
4575,38906,Conductive hearing loss
4576,38908,Conductive hearing loss of combined types
4577,38910,Sensorineural hearing loss
4578,38911,Sensory hearing loss
4579,38912,Neural hearing loss
4580,38913,Neural hearing loss
4581,38914,Central hearing loss
4582,38915,Sensorineural hearing loss
4583,38916,Sensorineural hearing loss
4584,38917,Sensory hearing loss
4585,38918,Sensorineural hearing loss
4586,38920,Mixed hearing loss
4587,38921,Mixed hearing loss
4588,38922,Mixed hearing loss
4589,3897, Deaf
4590,3898, Other specified forms of hearing loss
4591,3899, Unspecified hearing loss
4592,390,  Rheumatic fever without mention of heart involvement
4593,3910, Acute rheumatic pericarditis
4594,3911, Acute rheumatic endocarditis
4595,3912, Acute rheumatic myocarditis
4596,3918, Other acute rheumatic heart disease
4597,3919, Acute rheumatic heart disease
4598,3920, Rheumatic chorea with heart involvement
4599,3929, Rheumatic chorea without mention of heart involvement
4600,393,  Chronic rheumatic pericarditis
4601,3940, Mitral stenosis
4602,3941, Rheumatic mitral insufficiency
4603,3942, Mitral stenosis with insufficiency
4604,3949, Other and unspecified mitral valve diseases
4605,3950, Rheumatic aortic stenosis
4606,3951, Rheumatic aortic insufficiency
4607,3952, Rheumatic aortic stenosis with insufficiency
4608,3959, Other and unspecified rheumatic aortic diseases
4609,3960, Mitral valve stenosis and aortic valve stenosis
4610,3961, Mitral valve stenosis and aortic valve insufficiency
4611,3962, Mitral valve insufficiency and aortic valve stenosis
4612,3963, Mitral valve insufficiency and aortic valve insufficiency
4613,3968, Multiple involvement of mitral and aortic valves
4614,3969, Mitral and aortic valve diseases
4615,3970, Diseases of tricuspid valve
4616,3971, Rheumatic diseases of pulmonary valve
4617,3979, Rheumatic diseases of endocardium
4618,3980, Rheumatic myocarditis
4619,39890,Rheumatic heart disease
4620,39891,Rheumatic heart failure (congestive)
4621,39899,Other rheumatic heart diseases
4622,4010, Malignant essential hypertension
4623,4011, Benign essential hypertension
4624,4019, Unspecified essential hypertension
4625,40200,Malignant hypertensive heart disease without heart failure
4626,40201,Malignant hypertensive heart disease with heart failure
4627,40210,Benign hypertensive heart disease without heart failure
4628,40211,Benign hypertensive heart disease with heart failure
4629,40290,Unspecified hypertensive heart disease without heart failure
4630,40291,Unspecified hypertensive heart disease with heart failure
4631,40300,Hypertensive chronic kidney disease
4632,40301,Hypertensive chronic kidney disease
4633,40310,Hypertensive chronic kidney disease
4634,40311,Hypertensive chronic kidney disease
4635,40390,Hypertensive chronic kidney disease
4636,40391,Hypertensive chronic kidney disease
4637,40400,Hypertensive heart and chronic kidney disease
4638,40401,Hypertensive heart and chronic kidney disease
4639,40402,Hypertensive heart and chronic kidney disease
4640,40403,Hypertensive heart and chronic kidney disease
4641,40410,Hypertensive heart and chronic kidney disease
4642,40411,Hypertensive heart and chronic kidney disease
4643,40412,Hypertensive heart and chronic kidney disease
4644,40413,Hypertensive heart and chronic kidney disease
4645,40490,Hypertensive heart and chronic kidney disease
4646,40491,Hypertensive heart and chronic kidney disease
4647,40492,Hypertensive heart and chronic kidney disease
4648,40493,Hypertensive heart and chronic kidney disease
4649,40501,Malignant renovascular hypertension
4650,40509,Other malignant secondary hypertension
4651,40511,Benign renovascular hypertension
4652,40519,Other benign secondary hypertension
4653,40591,Unspecified renovascular hypertension
4654,40599,Other unspecified secondary hypertension
4655,41000,Acute myocardial infarction of anterolateral wall
4656,41001,Acute myocardial infarction of anterolateral wall
4657,41002,Acute myocardial infarction of anterolateral wall
4658,41010,Acute myocardial infarction of other anterior wall
4659,41011,Acute myocardial infarction of other anterior wall
4660,41012,Acute myocardial infarction of other anterior wall
4661,41020,Acute myocardial infarction of inferolateral wall
4662,41021,Acute myocardial infarction of inferolateral wall
4663,41022,Acute myocardial infarction of inferolateral wall
4664,41030,Acute myocardial infarction of inferoposterior wall
4665,41031,Acute myocardial infarction of inferoposterior wall
4666,41032,Acute myocardial infarction of inferoposterior wall
4667,41040,Acute myocardial infarction of other inferior wall
4668,41041,Acute myocardial infarction of other inferior wall
4669,41042,Acute myocardial infarction of other inferior wall
4670,41050,Acute myocardial infarction of other lateral wall
4671,41051,Acute myocardial infarction of other lateral wall
4672,41052,Acute myocardial infarction of other lateral wall
4673,41060,True posterior wall infarction
4674,41061,True posterior wall infarction
4675,41062,True posterior wall infarction
4676,41070,Subendocardial infarction
4677,41071,Subendocardial infarction
4678,41072,Subendocardial infarction
4679,41080,Acute myocardial infarction of other specified sites
4680,41081,Acute myocardial infarction of other specified sites
4681,41082,Acute myocardial infarction of other specified sites
4682,41090,Acute myocardial infarction of unspecified site
4683,41091,Acute myocardial infarction of unspecified site
4684,41092,Acute myocardial infarction of unspecified site
4685,4110, Postmyocardial infarction syndrome
4686,4111, Intermediate coronary syndrome
4687,41181,Acute coronary occlusion without myocardial infarction
4688,41189,Other acute and subacute forms of ischemic heart disease
4689,412,  Old myocardial infarction
4690,4130, Angina decubitus
4691,4131, Prinzmetal angina
4692,4139, Other and unspecified angina pectoris
4693,41400,Coronary atherosclerosis of unspecified type of vessel
4694,41401,Coronary atherosclerosis of native coronary artery
4695,41402,Coronary atherosclerosis of autologous vein bypass graft
4696,41403,Coronary atherosclerosis of nonautologous biological bypass graft
4697,41404,Coronary atherosclerosis of artery bypass graft
4698,41405,Coronary atherosclerosis of unspecified bypass graft
4699,41406,Coronary atherosclerosis of native coronary artery of transplanted heart
4700,41407,Coronary atherosclerosis of bypass graft (artery) (vein) of transplanted heart
4701,41410,Aneurysm of heart (wall)
4702,41411,Aneurysm of coronary vessels
4703,41412,Dissection of coronary artery
4704,41419,Other aneurysm of heart
4705,4142, Chronic total occlusion of coronary artery
4706,4143, Coronary atherosclerosis due to lipid rich plaque
4707,4144, Coronary atherosclerosis due to calcified coronary lesion
4708,4148, Other specified forms of chronic ischemic heart disease
4709,4149, Chronic ischemic heart disease
4710,4150, Acute cor pulmonale
4711,41511,Iatrogenic pulmonary embolism and infarction
4712,41512,Septic pulmonary embolism
4713,41513,Saddle embolus of pulmonary artery
4714,41519,Other pulmonary embolism and infarction
